skill_id,name,domain,phase,priority_score,current_risk,target_risk,category,effort_hours,strategy,status,assigned_to,path
plgf_growth_loops,Growth Loop Designer,plg_frameworks,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/plg_frameworks/plgf_growth_loops
scientific/metabolomics-workbench-database,metabolomics-workbench-database,scientific,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/scientific/metabolomics-workbench-database
scientific/biorxiv-database,biorxiv-database,scientific,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/scientific/biorxiv-database
scientific/medchem,medchem,scientific,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/scientific/medchem
scientific/offer-k-dense-web,offer-k-dense-web,scientific,Phase 1,119,Critical,Low,false_positive,1,Review and correct risk classification,Not Started,,skills-library/scientific/offer-k-dense-web
elg_co_sell_trigger,Co-Sell Motion Trigger,ecosystem,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ecosystem/co_sell_trigger
elg_partner_influenced_revenue,Partner Influenced Revenue Tracker,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/partner_influenced_revenue
elg_deal_registration,Deal Registration Manager,ecosystem,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ecosystem/deal_registration
elg_partner_tier_manager,Partner Tier Manager,ecosystem,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ecosystem/partner_tier_manager
elg_ecosystem_intelligence,Ecosystem Intelligence,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/ecosystem_intelligence
elg_nearbound_signal,Nearbound Signal Detector,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/nearbound_signal
elg_channel_enablement,Channel Enablement Manager,ecosystem,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ecosystem/channel_enablement
elg_marketplace_integration,Marketplace Integration Manager,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/marketplace_integration
elg_partner_mapping,Partner Account Mapping,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/partner_mapping
elg_joint_marketing,Joint Marketing Orchestrator,ecosystem,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ecosystem/joint_marketing
elg_tech_partner_finder,Tech Partner Finder,ecosystem,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ecosystem/tech_partner_finder
elg_marketplace_listing_optimizer,Marketplace Listing Optimizer,ecosystem,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ecosystem/marketplace_listing_optimizer
prodops_accessibility_auditor,Accessibility Auditor,product_ops,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/product_ops/accessibility_auditor
prodops_user_interview_synthesizer,User Interview Synthesizer,product_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/product_ops/user_interview_synthesizer
prodops_incident_analyzer,Incident Learning Analyzer,product_ops,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/product_ops/incident_analyzer
prodops_competitive_feature_tracker,Competitive Feature Tracker,product_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/product_ops/competitive_feature_tracker
devex_sdk_version_monitor,SDK Version Monitor,devex,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/devex/sdk_version_monitor
support_queue_balancer,Queue Load Balancer,support_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/support_ops/support_queue_balancer
support_first_response,First Response Generator,support_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/support_ops/support_first_response
support_resolution_suggester,Resolution Suggester,support_ops,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/support_ops/support_resolution_suggester
finops_arr_waterfall,ARR Waterfall Analyzer,finops,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/finops/arr_waterfall
security/dwarf-expert,dwarf-expert,security,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/security/dwarf-expert
security/ask-questions-if-underspecified,ask-questions-if-underspecified,security,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/security/ask-questions-if-underspecified
security/audit-context-building,audit-context-building,security,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/security/audit-context-building
security/entry-point-analyzer,entry-point-analyzer,security,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/security/entry-point-analyzer
security/variant-analysis,variant-analysis,security,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/security/variant-analysis
security/semgrep-rule-variant-creator,semgrep-rule-variant-creator,security,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/security/semgrep-rule-variant-creator
development/web-assets,web-assets,development,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/development/web-assets
development/codebase-onboarding,Codebase Onboarding,development,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/development/codebase-onboarding
meta_incident_coordinator,Cross-Functional Incident Coordinator,meta,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/meta/meta_incident_coordinator
meta_gtm_orchestrator,GTM Motion Orchestrator,meta,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/meta/meta_gtm_orchestrator
meta_land_expand_journey,Land & Expand Journey Manager,meta,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/meta/meta_land_expand_journey
compliance_consent_manager,Consent Preference Manager,compliance,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/compliance/compliance_consent_manager
cursor_rules/typer,typer,cursor_rules,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/cursor_rules/typer
cursor_rules/click,click,cursor_rules,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/cursor_rules/click
vcf_stakeholder_mapping,Value Creation Stakeholder Mapping,vcf,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/vcf/vcf_stakeholder_mapping
vcf_value_discovery,Value Creation Discovery,vcf,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/vcf/vcf_value_discovery
plg_feature_request_handler,Feature Request Handler,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/feature_request_handler
plg_trial_extension_evaluator,Trial Extension Evaluator,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/trial_extension_evaluator
plg_pql_scoring,Product-Qualified Lead Scoring,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/pql_scoring
plg_progressive_disclosure,Progressive Disclosure Manager,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/progressive_disclosure
plg_social_proof_injector,Social Proof Injector,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/social_proof_injector
plg_milestone_celebration,Milestone Celebration Engine,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/milestone_celebration
plg_time_to_value,Time-to-Value Optimizer,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/time_to_value
plg_network_effect_amplifier,Network Effect Amplifier,plg,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg/network_effect_amplifier
marketing_competitor_alternatives,competitor-alternatives,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/research/competitor_alternatives
marketing_connect_apps,connect-apps,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/tools/connect_apps
marketing_cpo_operator,cpo-operator,marketing,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/tools/cpo_operator
marketing_social_content,social-content,marketing,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/marketing/content/social_content
marketing_content_research_writer,content-research-writer,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/content/content_research_writer
marketing_daily_journal_writer,daily-journal-writer,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/operations/daily_journal_writer
marketing_popup_cro,popup-cro,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/cro/popup_cro
marketing_schema_markup,schema-markup,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/seo/schema_markup
marketing_campaign_plan_architect,campaign-plan-architect,marketing,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/marketing/strategy/campaign_plan_architect
marketing_launch_strategy,launch-strategy,marketing,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/strategy/launch_strategy
marketing_slack_gif_creator,slack-gif-creator,marketing,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/marketing/media/slack_gif_creator
people_perf_review_generator,Performance Review Generator,people_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/people_ops/people_perf_review_generator
anthropic_official/canvas-design,canvas-design,anthropic_official,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/anthropic_official/canvas-design
anthropic_official/webapp-testing,webapp-testing,anthropic_official,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/anthropic_official/webapp-testing
anthropic_official/frontend-design,frontend-design,anthropic_official,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/anthropic_official/frontend-design
anthropic_official/mcp-builder,mcp-builder,anthropic_official,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/anthropic_official/mcp-builder
anthropic_official/docx,docx,anthropic_official,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/anthropic_official/docx
cs_customer_maturity_model,Customer Maturity Assessor,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/customer_maturity_model
cs_onboarding_health,Onboarding Health Monitor,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/onboarding_health
cs_expansion_playbook,Expansion Playbook,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/expansion_playbook
cs_escalation_manager,Escalation Manager,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/escalation_manager
cs_csql_generator,CS-Qualified Lead Generator,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/csql_generator
cs_nps_followup,NPS Follow-up Automation,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/nps_followup
cs_renewal_orchestration,Renewal Orchestration,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/renewal_orchestration
cs_product_gap_reporter,Product Gap Reporter,customer_success,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/customer_success/product_gap_reporter
community_swag_manager,Swag Distribution Manager,community,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/community/community_swag_manager
community_hackathon_manager,Hackathon Orchestrator,community,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/community/community_hackathon_manager
ai_chatbot_orchestrator,Chatbot Orchestrator,ai_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ai_ops/ai_chatbot_orchestrator
ai_data_quality_agent,Data Quality Agent,ai_ops,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/ai_ops/ai_data_quality_agent
ai_agent_performance,Agent Performance Monitor,ai_ops,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/ai_ops/ai_agent_performance
ai_workflow_automator,Workflow Automation Intelligence,ai_ops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/ai_ops/ai_workflow_automator
revops_opportunity_scoring,Opportunity Scoring Engine,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/opportunity_scoring
revops_deal_inspection,Deal Inspection Assistant,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/deal_inspection
revops_multi_thread_tracker,Multi-Threading Tracker,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/multi_thread_tracker
revops_competitive_intel,Competitive Intelligence Tracker,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/competitive_intel
revops_next_best_action,Next Best Action Engine,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/next_best_action
revops_lead_qualification,Lead Qualification Engine,revops,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/revops/lead_qualification
revops_commit_accuracy,Commit Accuracy Tracker,revops,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/revops/commit_accuracy
mon_mrr_movement_tracker,MRR Movement Tracker,monetization,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/monetization/mrr_movement_tracker
mon_price_experimentation,Price Experimentation Engine,monetization,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/monetization/price_experimentation
mon_packaging_optimizer,Packaging Optimizer,monetization,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/monetization/packaging_optimizer
mon_tax_compliance,Tax Compliance Assistant,monetization,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/monetization/tax_compliance
mon_upgrade_trigger,Upgrade Trigger,monetization,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/monetization/upgrade_trigger
superpowers/using-git-worktrees,using-git-worktrees,superpowers,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/superpowers/using-git-worktrees
superpowers/dispatching-parallel-agents,dispatching-parallel-agents,superpowers,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/superpowers/dispatching-parallel-agents
superpowers/executing-plans,executing-plans,superpowers,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/superpowers/executing-plans
superpowers/writing-plans,writing-plans,superpowers,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/superpowers/writing-plans
superpowers/verification-before-completion,verification-before-completion,superpowers,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/superpowers/verification-before-completion
plgf_expansion_revenue,Expansion Revenue Framework,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/plgf_expansion_revenue
plgf_user_segmentation,User Segmentation Framework,plg_frameworks,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/plg_frameworks/plgf_user_segmentation
plg_frameworks/boyce,boyce,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/boyce
boyce_plg_audit,Boyce PLG Audit,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/boyce/boyce_plg_audit
boyce_usage_retention_optimizer,Usage Retention Optimizer,plg_frameworks,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/boyce/usage_retention_optimizer
boyce_product_led_sales,Product-Led Sales (PLS),plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/boyce/product_led_sales
boyce_acquisition_loop_designer,Acquisition Loop Designer,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/boyce/acquisition_loop_designer
plg_frameworks/plg-strategy,plg-strategy,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/plg-strategy
plg_frameworks/expansion-revenue,expansion-revenue,plg_frameworks,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/.archived/expansion-revenue
plg_frameworks/product-led-sales,product-led-sales,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/.archived/product-led-sales
plgf_growth_modeling,Growth Modeling Framework,plg_frameworks,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/plgf_growth_modeling
plgf_free_tool_strategy,Free Tool Strategy Framework,plg_frameworks,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/plg_frameworks/plgf_free_tool_strategy
plgf_product_led_sales,Product-Led Sales,plg_frameworks,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/plg_frameworks/plgf_product_led_sales
plgf_usage_based_pricing,Usage-Based Pricing Framework,plg_frameworks,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/plg_frameworks/plgf_usage_based_pricing
scientific/anndata,anndata,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/anndata
scientific/scikit-survival,scikit-survival,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/scikit-survival
scientific/qiskit,qiskit,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/qiskit
scientific/pymc,pymc,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/pymc
scientific/shap,shap,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/shap
scientific/zinc-database,zinc-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/zinc-database
scientific/imaging-data-commons,imaging-data-commons,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/imaging-data-commons
scientific/sympy,sympy,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/sympy
scientific/alphafold-database,alphafold-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/alphafold-database
scientific/get-available-resources,get-available-resources,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/get-available-resources
scientific/gene-database,gene-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/gene-database
scientific/geniml,geniml,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/geniml
scientific/geopandas,geopandas,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/geopandas
scientific/fluidsim,fluidsim,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/fluidsim
scientific/hmdb-database,hmdb-database,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/hmdb-database
scientific/pytdc,pytdc,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pytdc
scientific/clinvar-database,clinvar-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/clinvar-database
scientific/pubchem-database,pubchem-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pubchem-database
scientific/gtars,gtars,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/gtars
scientific/lamindb,lamindb,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/lamindb
scientific/research-grants,research-grants,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/research-grants
scientific/ensembl-database,ensembl-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/ensembl-database
scientific/statistical-analysis,statistical-analysis,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/statistical-analysis
scientific/denario,denario,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/denario
scientific/neurokit2,neurokit2,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/neurokit2
scientific/clinpgx-database,clinpgx-database,scientific,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/scientific/clinpgx-database
scientific/gwas-database,gwas-database,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/gwas-database
scientific/bioservices,bioservices,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/bioservices
scientific/scikit-bio,scikit-bio,scientific,Phase 1,115,Critical,Medium,data_access_scoping,5,"Implement field-level access control, add filters",Not Started,,skills-library/scientific/scikit-bio
scientific/string-database,string-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/string-database
scientific/transformers,transformers,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/transformers
scientific/scholar-evaluation,scholar-evaluation,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/scholar-evaluation
scientific/uniprot-database,uniprot-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/uniprot-database
scientific/reactome-database,reactome-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/reactome-database
scientific/pathml,pathml,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pathml
scientific/simpy,simpy,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/simpy
scientific/pyopenms,pyopenms,scientific,Phase 1,115,Critical,Medium,write_operations,5,"Add validation, preview mode, rollback capability",Not Started,,skills-library/scientific/pyopenms
scientific/pysam,pysam,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/pysam
scientific/hypogenic,hypogenic,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/hypogenic
scientific/openalex-database,openalex-database,scientific,Phase 1,115,Critical,Medium,system_commands,5,"Sandbox execution, whitelist commands, add resource limits",Not Started,,skills-library/scientific/openalex-database
